TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-09-29 18:49:58.616,4.0400724,3.2977903,2.9634137,3.350997,3.271675,2.419618,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9801837,1.3907152,1.8137001,2.2350383,1.3566031,0.78935224,1.1689032,796.99634,794.17584,792.1612,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.617,4.0400724,3.2977903,2.9634137,3.350997,3.271675,2.419618,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9801837,1.3907152,1.8137001,2.2350383,1.3566031,0.78935224,1.1689032,796.99634,794.17584,800.6227,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.618,4.0400724,3.2977903,2.9634137,3.350997,3.271675,2.419618,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9801837,1.3907152,1.8137001,2.2350383,1.3566031,0.78935224,1.1689032,799.011,794.9817,799.011,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.619,4.0400724,3.2977903,2.9634137,3.350997,3.271675,2.419618,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9801837,1.3907152,1.8137001,2.2350383,1.3566031,0.78935224,1.1689032,800.6227,796.5934,795.38464,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.619,4.0400724,3.2977903,2.9634137,3.350997,3.271675,2.419618,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9801837,1.3907152,1.8137001,2.2350383,1.3566031,0.78935224,1.1689032,801.4286,795.38464,795.78754,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.620,4.0400724,3.3049622,2.9634137,3.350997,3.271675,2.4269838,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9847783,1.3907152,1.8137001,2.2350383,1.3583616,0.78935224,1.1689032,796.99634,794.17584,794.9817,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.624,4.0400724,3.3049622,2.9634137,3.350997,3.271675,2.4269838,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9847783,1.3907152,1.8137001,2.2350383,1.3583616,0.78935224,1.1689032,792.5641,792.96704,794.9817,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.625,4.0400724,3.3049622,2.9634137,3.350997,3.271675,2.4269838,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9847783,1.3907152,1.8137001,2.2350383,1.3583616,0.78935224,1.1689032,795.78754,795.38464,792.5641,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.626,4.0400724,3.3049622,2.9634137,3.350997,3.271675,2.4269838,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9847783,1.3907152,1.8137001,2.2350383,1.3583616,0.78935224,1.1689032,799.011,797.3993,794.17584,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
2024-09-29 18:49:58.626,4.0400724,3.3049622,2.9634137,3.350997,3.271675,2.4269838,1.8414545,2.3035994,3.5504599,2.9168637,2.0055048,2.503192,2.75399,1.9847783,1.3907152,1.8137001,2.2350383,1.3583616,0.78935224,1.1689032,792.96704,790.9524,792.96704,NaN,NaN,-0.239501953125,-0.0048828125,0.97247314453125,-0.814971923828125,-1.60003662109375,-1.428070068359375,1,1.0,1.0,1.0,1.0,20.00
